perf, CACHE_MISS_L1, CACHE_MISS_L2
73.07,516475,87061
19.24,1532606,25077
34.35,946404,189546
28.93,2273691,27788
68.56,669653,26304
60.52,1057118,24472
18.95,2207452,25939
40.18,1106566,25725
53.57,703659,24531
78.48,586153,25251
40.29,987454,154020
61.04,412448,100380
52.56,591530,40432
60.77,775417,33216
37.08,1034391,26401
30.97,1392218,512358
40.35,1501974,27367
80.62,602383,25636
79.37,428245,24707
56.56,795163,53964
70.23,487052,25255
60.64,768437,24521
25.27,1523614,471282
38.87,747464,150363
79.13,672769,34921
10.28,5834542,33443
16.17,2114318,524221
58.16,445797,174659
71.77,475331,32251
85.74,736126,34806
69.84,670199,28704
80.04,629771,47036
19.25,1651048,26753
39.14,1250993,24935
61.16,594833,35084
79.09,781336,70355
73.54,421052,38490
73.61,460098,37044
49.15,703098,27900
83.15,606440,25754
19.66,1657425,26679
69.97,385263,24717
61.18,818310,26155
58.70,994399,26417
45.35,706888,27476
73.28,476788,30833
24.44,2765327,24460
17.29,1348351,27633
72.11,503356,76584
80.15,1047396,37751
23.84,1789675,29715
15.34,2120010,567414
64.34,397823,117055
52.83,737428,44446
48.16,946063,25491
40.33,1017146,221618
81.10,533293,25992
24.84,1268275,285972
28.30,1933911,30472
44.86,1134909,26273
80.30,602775,24916
36.45,1015628,29839
83.62,1001878,36066
40.99,1517465,29170
77.31,426418,24910
73.44,516116,85562
29.75,1057670,298449
73.80,537066,34960
77.03,676351,38916
19.53,2491112,25830
68.84,525995,30351
65.92,393418,103751
36.74,700478,24964
46.22,1001401,258337
59.86,722663,25847
51.35,693611,24772
72.84,791308,100501
80.15,655809,25375
58.19,544203,150089
51.77,781211,24669
84.24,1001535,25615
59.40,576679,169547
45.32,736313,28611
60.35,570426,182014
64.81,403842,115046
79.67,593433,36935
58.66,957277,25274
24.76,1654549,29210
42.58,748844,162040
36.23,1255750,244842
82.35,532537,26288
78.49,480262,31872
35.23,1388662,218829
70.87,665218,38637
42.74,1029014,25366
14.10,2360525,601747
25.80,1770009,30129
80.83,531726,28731
24.96,1654370,27710
36.57,1750138,34136
78.65,684566,46797
15.70,2152913,720072
36.77,699432,204329
64.74,485882,25429
70.19,578597,50540
48.46,748033,47452
74.94,557492,26777
76.25,799684,70918
10.16,5605047,801175
33.75,1374587,322313
71.04,681927,24494
62.86,725029,27229
60.83,400074,95152
30.96,1755051,67431
25.31,1960168,397952
72.43,472276,37422
81.16,655017,25055
11.38,3747873,891729
39.66,883066,27425
24.10,1768288,398475
81.26,603461,46707
71.84,887745,24656
80.53,670836,27273
32.96,1011889,29649
50.22,760338,39853
60.31,411570,170822
82.88,801315,25782
64.89,599431,26740
63.68,717019,30409
16.77,2952096,494548
80.32,595084,24652
44.69,1032252,55248
49.09,1115678,24295
25.39,1283192,28197
48.19,965772,24803
17.02,3009268,360999
75.61,542018,28161
78.29,670992,47756
36.98,880648,179132
41.53,943289,24651
69.35,475742,41263
65.04,419293,26575
62.77,503195,52094
26.47,1886879,270216
72.37,595978,44335
84.80,732740,47016
86.82,755408,30693
79.84,594807,26291
44.75,732378,304860
73.09,792941,102926
79.37,593608,26768
48.90,766113,231672
71.17,469121,79566
27.09,1743081,401496
68.87,470268,26918
77.82,630144,24649
